Key|Singular|Plural|Category|THACO|AC|MV|HD|#AT|Damage (long)|Damage (short)|SA|SD|MR|Special|Size|Int|Alignment|Psionic|Attack/Defense Modes|Frequency|No. Appearing|% in Lair|Treasure Type|Level|XP
sprite|Sprite|||19|6|9"/18"|1|1|By weapon type|By weapon type|Sleep arrows; +4 to hit while invisible|Invisible at will; 75\% unnoticed otherwise; Moves silently|Standard|Sleep arrows; Invisibility and stealth|S (2' tall)|Very|Neutral (good)|Nil|Nil|Rare|10--100|20\%|C|III|80\+1/hp
squid_giant|Giant Squid|||9|7\,(3)|3"/18"|12|9|8\x1--6\?5--20|8\x1--6\?5--20|Tentacles constrict for 2--12 per round, pin limbs and drag prey underwater|Tentacles have 10 hp each; Ink cloud after four arms are lost|Standard|Nine attacks, constriction and pinning; Ink cloud, maximum damage 68|L|Non-|Neutral|Nil|Nil|Rare|1|40\%|Nil|VIII|4250\+16/hp
stag|Stag|||16|7|24"|3|1 or 2|2--8 or 1--3\?1--3|2--8 or 2\x1--3|Nil|Nil|Standard||L|Animal|Neutral|Nil|Nil|Common|1--4|Nil|Nil|II|35\+3/hp
stag_giant|Giant Stag|||15|7|21"|5|1 or 2|4--16 or 1--4\?1--4|4--16 or 2\x1--4|Nil|Nil|Standard||L|Animal|Neutral|Nil|Nil|Rare|1--2|Nil|Nil|III|90\+5/hp
stirge|Stirge|||18|8|3"//18"|1+1|1|1--3|1--3|Attack as 4HD monster, drain blood (1--4)|Nil|Standard|Attack as 4HD monster, drain blood (1--4)|S|Animal|Neutral|Nil|Nil|Uncommon|3--30|60\%|D|II|36\+2/hp
strangle_weed|Strangle Weed|||16|6|Nil|2--4|1|See description|See description|Entwines and constricts; Victim attacks at -2 while held|Nil|Standard|Entangling constriction|S|Animal|Neutral|Nil|Nil|Common|3--12|100\%|J--N, Q; C (magic only)|II|50\+3/hp
strangle_weed_2hd|2-HD Strangle Weed||Strangle Weed|16|6|Nil|2|1|See description|See description|Entwines and constricts; Victim attacks at -2 while held|Nil|Standard|Entangling constriction|S|Animal|Neutral|Nil|Nil|Common|3--12|100\%|J--N, Q; C (magic only)|II|28\+2/hp
strangle_weed_3hd|3-HD Strangle Weed||Strangle Weed|16|6|Nil|3|1|See description|See description|Entwines and constricts; Victim attacks at -2 while held|Nil|Standard|Entangling constriction|S|Animal|Neutral|Nil|Nil|Common|3--12|100\%|J--N, Q; C (magic only)|II|50\+3/hp
strangle_weed_4hd|4-HD Strangle Weed||Strangle Weed|15|6|Nil|4|1|See description|See description|Entwines and constricts; Victim attacks at -2 while held|Nil|Standard|Entangling constriction|S|Animal|Neutral|Nil|Nil|Common|3--12|100\%|J--N, Q; C (magic only)|III|85\+4/hp
su_monster|Su-Monster|||13|6|9"|5+5|5|1--4\?1--4\?1--4\?1--4\?2--8|4\x1--4\?2--8|Once-daily reactive psionic attack within 12"; Female deals double damage for 6 turns if young are attacked, male for 4 turns if female is attacked|Immune to psionic attacks|Standard|Five attacks, conditional maximum damage 48; Psionic attack and immunity|M|Average|Chaotic|120|See description|Uncommon|1--12|30\%|C, Y|VI|550\+6/hp
sylph|Sylph|||--|9|12"/36"|3|0|Nil|Nil|Spell use; Conjure air elemental 1/week|Invisibility at will|50\%|Spell use; Conjure air elemental; Invisibility at will; MR 50\%|M|Exceptional|Neutral Good|Nil|Nil|Very rare|1|10\%|Q (\x10), X|V|325\+3/hp
thought_eater|Thought Eater|||--|9|6"|3|0|Nil|Nil|Absorbs psionic and spell energy; Permanently drains Intelligence|Can be attacked only by ethereal creatures|See description|Mental-energy absorption and Intelligence drain; Ethereal-only vulnerability|S|Non-|Neutral|Nil|Nil|Rare|1--3|0\%|Nil|V|255\+3/hp
tick_giant|Giant Tick||Giant Tick|16|3|3"|2--4|1|1--4|1--4|Blood drain (1--6/r); 50\% chance of fatal disease|Nil|Standard|Blood drain; Fatal disease|S|Non-|Neutral|Nil|Nil|Rare|3--12|0\%|Nil|II|105\+3/hp
tick_giant_2hd|2-HD Giant Tick||Giant Tick|16|3|3"|2|1|1--4|1--4|Blood drain (1--6/r); 50\% chance of fatal disease|Nil|Standard|Blood drain; Fatal disease|S|Non-|Neutral|Nil|Nil|Rare|3--12|0\%|Nil|II|73\+2/hp
tick_giant_3hd|3-HD Giant Tick||Giant Tick|16|3|3"|3|1|1--4|1--4|Blood drain (1--6/r); 50\% chance of fatal disease|Nil|Standard|Blood drain; Fatal disease|S|Non-|Neutral|Nil|Nil|Rare|3--12|0\%|Nil|II|105\+3/hp
tick_giant_4hd|4-HD Giant Tick||Giant Tick|15|3|3"|4|1|1--4|1--4|Blood drain (1--6/r); 50\% chance of fatal disease|Nil|Standard|Blood drain; Fatal disease|S|Non-|Neutral|Nil|Nil|Rare|3--12|0\%|Nil|II|150\+4/hp
tiger|Tiger||Tiger|13|6|12"|5+5|3 (5)|2--5\?2--5\?1--10 (\+2--8\?2--8)|2\x2--5\?1--10 (\+2\x2--8)|Rear-claw rake if both forepaws hit; Leaps 10' upward and 30'--50' forward to attack|Surprised only on a 1|Standard|Rear-claw rake and attack leap; Surprised only on a 1|L|Semi-|Neutral|Nil|Nil|Uncommon|1--4|5\%|Nil|V|300\+6/hp
tiger_sabre_tooth|Sabre-Tooth Tiger||Tiger|13|6|12"|7+2|3 (5)|2--5\?2--5\?2--12 (\+2--8\?2--8)|2\x2--5\?2--12 (\+2\x2--8)|+2 to hit; Rear-claw rake if both forepaws hit; Leaps 10' upward and 30'--50' forward to attack|Surprised only on a 1|Standard|+2 to hit; Rear-claw rake and attack leap; Surprised only on a 1|L|Animal|Neutral|Nil|Nil|Rare|1--2|10\%|Nil|VI|900\+10/hp
titan|Titan||Titan|7|2 to -3|21" or 15"|17--22|1|7--42 or 8--48|7--42 or 8--48|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; Invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|22400\+30/hp
titan_lesser_17hd|17-HD Lesser Titan||Titan|7|2|21"|17|1|7--42|7--42|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; Invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|15560\+25/hp
titan_lesser_18hd|18-HD Lesser Titan||Titan|7|1|21"|18|1|7--42|7--42|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; Invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|15560\+25/hp
titan_major_19hd|19-HD Major Titan||Titan|7|0|15"|19|1|7--42|7--42|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; AC 0, invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|22400\+30/hp
titan_major_20hd|20-HD Major Titan||Titan|7|-1|15"|20|1|7--42|7--42|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; AC -1, invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|22400\+30/hp
titan_elder_21hd|21-HD Elder Titan||Titan|7|-2|15"|21|1|8--48|8--48|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; AC -2, invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|27400\+35/hp
titan_elder_22hd|22-HD Elder Titan||Titan|7|-3|15"|22|1|8--48|8--48|Magic-user and cleric spell use; Psionics|Invisibility at will; Levitation or etherealness 2/day; Immune to psionic attacks|60\%|Spell use, psionics and high damage; AC -3, invisibility, etherealness, psionic immunity and MR 60\%|L (15' tall)|Genius to supra-genius|Chaotic Good|101--200|B, C, D, E/Special|Very rare|1--2 (10\%)|10\%|E, Q (\x10), R|X|27400\+35/hp
titanothere|Titanothere|||9|6|12"|12|1|2--16|2--16|Charge (4--32); Trample (2--12/foot)|Nil|Standard|Charge and trample; Maximum damage 32 singly|L (8' at shoulder)|Animal|Neutral|Nil|Nil|Uncommon|1--12|Nil|Nil|VII|2850\+16/hp
toad_giant|Giant Toad||Giant Toad|16|6|6" + 6" hop|2+4|1|2--8|2--8|Can attack during or after a 6" hop|Nil|Standard|Attack hop|M|Animal|Neutral|Nil|Nil|Common|1--12|0\%|Nil|II|50\+3/hp
toad_ice|Ice Toad||Giant Toad|15|4|9" + 9" hop|5|1|3--12|3--12|Cold radiation (3--18 in 1" radius every other round); Can attack during or after a 9" hop|Nil|Standard|Attack hop; Cold radiation|L|Average|Neutral|Nil|Nil|Rare|1--4|40\%|C|IV|205\+5/hp
toad_poisonous|Poisonous Toad||Giant Toad|16|7|6" + 6" hop|2|1|2--5|2--5|Save-or-die poison bite; Can attack during or after a 6" hop|Nil|Standard|Attack hop; Save-or-die poison bite|M|Animal|Neutral|Nil|Nil|Uncommon|1--8|0\%|Nil|II|163\+2/hp
trapper|Trapper|||9|3|3"|12|4+|4 + victim's AC/r|4 + AC/r|95\% undetectable; Encloses multiple victims, prevents weapon use and smothers in 6 rounds|Half or no damage from fire and cold|Standard|Multiple-victim enclosure; Elemental resistance; Near-perfect camouflage; Entrapment and smothering|L|High|Neutral|Nil|Nil|Rare|1|85\%|G|VIII|4400\+16/hp
treant|Treant||Treant|10|0|12"|7--12|2|3--18\?3--18|2\x3--18|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 36 doubly; Fire vulnerability|L (16'--19' tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VIII|3450\+14/hp
treant_shrubling_7hd|7-HD Shrubling Treant||Treant|13|0|12"|7|2|2--16\?2--16|2\x2--16|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 32 doubly; Fire vulnerability|L (12'--15' tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VI|950\+8/hp
treant_shrubling_8hd|8-HD Shrubling Treant||Treant|12|0|12"|8|2|2--16\?2--16|2\x2--16|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 32 doubly; Fire vulnerability|L (12'--15' tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VII|1450\+10/hp
treant_mature_9hd|9-HD Mature Treant||Treant|12|0|12"|9|2|3--18\?3--18|2\x3--18|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 36 doubly; Fire vulnerability|L (16'--19' tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VII|2300\+12/hp
treant_mature_10hd|10-HD Mature Treant||Treant|10|0|12"|10|2|3--18\?3--18|2\x3--18|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 36 doubly; Fire vulnerability|L (16'--19' tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VIII|3450\+14/hp
treant_moss_trunk_11hd|11-HD Moss-Trunk Treant||Treant|10|0|12"|11|2|4--24\?4--24|2\x4--24|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 48 doubly; Fire vulnerability|L (20'--23'+ tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VIII|5100\+16/hp
treant_moss_trunk_12hd|12-HD Moss-Trunk Treant||Treant|9|0|12"|12|2|4--24\?4--24|2\x4--24|Animates 1--2 trees within 6"|Never surprised; Fire attacks +4 to hit, saves at -4, +1 damage/die|Standard|AC 0, never surprised and tree camouflage; Animated-tree control and maximum damage 48 doubly; Fire vulnerability|L (20'--23'+ tall)|Very|Chaotic Good|Nil|Nil|Rare|1--20|10\%|Q (\x5), S|VIII|5100\+16/hp
triton|Triton||Triton|16|4|15"|3|1|By weapon type|By weapon|Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Possible psionics at +1E; 90\% mounted on hippocampus or giant sea horse|M|High and up|Neutral Good|Possible|See description|Rare|10--60|25\%|C, R, S, T, X|III|105\+3/hp
triton_leader_4hd|4-HD Triton Leader||Triton|15|4|15"|4|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|IV|215\+4/hp
triton_leader_5hd|5-HD Triton Leader||Triton|15|4|15"|5|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|V|280\+5/hp
triton_leader_6hd|6-HD Triton Leader||Triton|13|4|15"|6|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|V|475\+6/hp
triton_leader_7hd|7-HD Triton Leader||Triton|13|4|15"|7|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VI|700\+8/hp
triton_leader_8hd|8-HD Triton Leader||Triton|12|4|15"|8|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VII|1100\+10/hp
triton_leader_9hd|9-HD Triton Leader||Triton|12|4|15"|9|1|By weapon type|By weapon|Conch horn calms rough water, summons marine creatures or panics animal intelligence; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; MR 90\%; Conch-horn power suite; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VII|1700\+12/hp
triton_spellcaster_1st|1st-Level Triton Spellcaster||Triton|16|4|15"|3|1|By weapon type|By weapon|Spells as a 1st-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|IV|160\+3/hp
triton_spellcaster_2nd|2nd-Level Triton Spellcaster||Triton|16|4|15"|3|1|By weapon type|By weapon|Spells as a 2nd-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|IV|160\+3/hp
triton_spellcaster_3rd|3rd-Level Triton Spellcaster||Triton|16|4|15"|3|1|By weapon type|By weapon|Spells as a 3rd-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|IV|215\+4/hp
triton_spellcaster_4th|4th-Level Triton Spellcaster||Triton|15|4|15"|4|1|By weapon type|By weapon|Spells as a 4th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|V|280\+5/hp
triton_spellcaster_5th|5th-Level Triton Spellcaster||Triton|15|4|15"|5|1|By weapon type|By weapon|Spells as a 5th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|V|475\+6/hp
triton_spellcaster_6th|6th-Level Triton Spellcaster||Triton|13|4|15"|6|1|By weapon type|By weapon|Spells as a 6th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VI|700\+8/hp
triton_spellcaster_7th|7th-Level Triton Spellcaster||Triton|13|4|15"|7|1|By weapon type|By weapon|Spells as a 7th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VII|1100\+10/hp
triton_spellcaster_8th|8th-Level Triton Spellcaster||Triton|12|4|15"|8|1|By weapon type|By weapon|Spells as an 8th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VII|1700\+12/hp
triton_spellcaster_9th|9th-Level Triton Spellcaster||Triton|12|4|15"|9|1|By weapon type|By weapon|Spells as a 9th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VII|2550\+14/hp
triton_spellcaster_10th|10th-Level Triton Spellcaster||Triton|10|4|15"|10|1|By weapon type|By weapon|Spells as a 10th-level magic-user or cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VIII|3700\+16/hp
triton_spellcaster_11th|11th-Level Triton Cleric||Triton|10|4|15"|11|1|By weapon type|By weapon|Spells as an 11th-level cleric; Possible psionics (+1 Exceptional award)|Nil|90\%|High combat Intelligence; Spell use; MR 90\%; Possible psionics at +1E; 90\% mounted|M|High and up|Neutral Good|Possible|See description|Rare|1|25\%|C, R, S, T, X|VIII|3700\+16/hp
troglodyte|Troglodyte||Troglodyte|16|5|12"|2|3 or 1|1--3\?1--3\?2--5 or by weapon type|2\x1--3\?2--5 or by weapon|Revulsion odor causes cumulative Strength loss; Chameleon camouflage surprises on 1--4; Possible +3 javelin (+1 Special award)|Chameleon camouflage|Standard|Chameleon surprise; Strength-draining odor; Possible +3 javelin at +1S|M|Low|Chaotic Evil|Nil|Nil|Common|10--100|15\%|A|II|73\+2/hp
troglodyte_guard_3hd|3-HD Troglodyte Guard||Troglodyte|16|5|12"|3|3 or 1|1--3\?1--3\?2--5 or by weapon type|2\x1--3\?2--5 or by weapon|Revulsion odor causes cumulative Strength loss; Chameleon camouflage surprises on 1--4; Possible +3 javelin (+1 Special award)|Chameleon camouflage|Standard|Chameleon surprise; Strength-draining odor; Possible +3 javelin at +1S|M|Low|Chaotic Evil|Nil|Nil|Common|2--8|15\%|A|II|105\+3/hp
troglodyte_leader_4hd|4-HD Troglodyte Leader||Troglodyte|15|5|12"|4|3 or 1|1--3\?1--3\?2--5 or by weapon type|2\x1--3\?2--5 or by weapon|Revulsion odor causes cumulative Strength loss; Chameleon camouflage surprises on 1--4; Possible +3 javelin (+1 Special award)|Chameleon camouflage|Standard|Chameleon surprise; Strength-draining odor; Possible +3 javelin at +1S|M|Low|Chaotic Evil|Nil|Nil|Common|2 per 20|15\%|A|II|150\+4/hp
troglodyte_chieftain_6hd|6-HD Troglodyte Chieftain||Troglodyte|13|5 or 4|12"|6|3 or 1|1--3\?1--3\?2--5 or by weapon type|2\x1--3\?2--5 or by weapon|Revulsion odor causes cumulative Strength loss; Chameleon camouflage surprises on 1--4; Possible +3 javelin (+1 Special award)|Chameleon camouflage|Standard|Chameleon surprise; Strength-draining odor; Possible +3 javelin at +1S|M|Low|Chaotic Evil|Nil|Nil|Common|1 per 60+|15\%|A|V|350\+6/hp
troglodyte_female|Female Troglodyte||Troglodyte|18|5|12"|1+1|3 or 1|1--3\?1--3\?2--5 or by weapon type|2\x1--3\?2--5 or by weapon|Revulsion odor causes cumulative Strength loss; Chameleon camouflage surprises on 1--4; Possible +3 javelin (+1 Special award)|Chameleon camouflage|Standard|Chameleon surprise; Strength-draining odor; Possible +3 javelin at +1S|M|Low|Chaotic Evil|Nil|Nil|Common|As males in lair|15\%|A|II|73\+2/hp
troll|Troll|||13|4|12"|6+6|3|5--8\?5--8\?2--12|2\x5--8\?2--12|Nil|Surprised on a 1 only, regeneration (+3/r)|Standard|Surprised on a 1 only, regeneration (+3/r)|L (9'+ tall)|Low|Chaotic Evil|Nil|Nil|Uncommon|1--12|40\%|D|VI|525\+8/hp
turtle_giant_sea|Giant Sea Turtle||Turtle|8|2/5|3"//15"|15|1|4--16|4--16|Nil|Withdraw head and flippers to AC 3|Standard|Withdraw head and flippers to AC 3; Can capsize vessels|L|Non-|Neutral|Nil|Nil|Uncommon|1--3|0\%|Nil|VII|2400\+20/hp
turtle_giant_snapping|Giant Snapping Turtle||Turtle|10|0/5|3"//2"|10|1|6--24|6--24|Surprises on 1--4; Strikes with 10' neck|Withdraw head and limbs to AC 2|Standard|AC 0 shell; Surprises on 1--4; Strikes with 10' neck; Withdraws head and limbs to AC 2|L|Non-|Neutral|Nil|Nil|Uncommon|1--4|0\%|Nil|VII|1800\+14/hp
umber_hulk|Umber Hulk|||12|2|6" (1"--6")|8+8|3|3--12\?3--12\?2--10|2\x3--12\?2--10|Confusion gaze|Nil|Standard|Confusion gaze; Burrows through solid stone|L (8' tall, 5' wide)|Average|Chaotic Evil|Nil|Nil|Rare|1--4|30\%|G|VII|1300\+12/hp
unicorn|Unicorn|||15|2|24"|4+4|3|1--6\?1--6\?1--12|2\x1--6\?1--12|Charge: horn deals 2--24 damage at +2 to hit; Surprises on 1--5; Dimension door 36" once/day|Immune to poison, charm, hold, and death spells; Senses enemies within 24"; Saves as an 11th-level magic-user|See below|Magical horn charge; Poison immunity; Senses enemies within 24"; Surprises on 1--5; Dimension door; 11th-level saves and spell immunities|L|Average|Chaotic Good|Nil|Nil|Rare|2--5|5\%|X|V|400\+5/hp
vampire|Vampire|||12|1|12"/18"|8+3|1|5--10|5--10|Drains 2 energy levels; Charm gaze (-2 save); Summons rats, bats, or wolves|+1 or better weapon to hit; Regenerates 3 hp/round; Gaseous form at will and at 0 hp; Shapechanges into a large bat; Immune to sleep, charm, hold, poison, and paralysis; Half damage from cold and electricity|See below|Exceptional combat Intelligence; Two-level energy drain; Charm gaze; Creature summoning; Magic weapon to hit; Regeneration and forced gaseous survival; At-will bat and gaseous shapechanging; Broad resistance suite|M|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--4|25\%|F|VIII|3800\+12/hp
vampire_eastern|Eastern Vampire||Vampire|12|1|12"/18"|8+3|1|5--10|5--10|Drains 2 energy levels; Summons rats, bats, or wolves|Invisible (-2 to opponents' attacks); +1 or better weapon to hit; Regenerates 3 hp/round; Forced into gaseous form at 0 hp; Shapechanges into a large bat; Immune to sleep, charm, hold, poison, and paralysis; Half damage from cold and electricity|See below|Exceptional combat Intelligence; Two-level energy drain; Permanent invisibility; Creature summoning; Magic weapon to hit; Regeneration and forced gaseous survival; Bat shapechange; Broad resistance suite|M|Exceptional|Chaotic Evil|Nil|Nil|Rare|1--4|25\%|F|VIII|3800\+12/hp
weasel_giant|Giant Weasel|||16|6|15"|3+3|1|2--12|2--12|Drain blood (2--12/r)|Nil|Standard|Drain blood (2--12/r)|M|Animal|Neutral|Nil|Nil|Rare|1--8|15\%|Nil|III|125\+4/hp
wight|Wight|||15|5|12"|4+3|1|1--4|1--4|Energy drain|Silver or magic weapons to hit, immune to sleep, hold, charm, cold, poison, paralysis|Special|Energy drain; Silver or magic weapons to hit, immune to sleep, hold, charm, cold, poison, paralysis|M|Average|Lawful Evil|Nil|Nil|Uncommon|2--16|70\%|B|VI|540\+5/hp
wolf|Wolf||Wolf|16|7|18"|2\+2|1|2--5|2--5|Howling - 50\% to panic herbivores not being held and calmed|Nil|Standard|Howling|S|Semi-|Neutral|Nil|Nil|Common|2--20|10\%|Nil|II|35\+3/hp
zombie|Zombie|||16|8|6"|2|1|1--8|1--8|Nil|Nil|Immune to sleep, charm, hold and cold-based spells|Immune to sleep, char, hold and cold-based spells; damage from holy water|M|Non-|N|Nil|Nil|Rare|3--24|Nil|Nil|I|20\+2/hp
